code,date_time,open,high,low,close,avgPrice,volume,money,trans_num,raise_num,fall_num,possitive_buy_large_vol,possitive_sell_large_vol,possitive_buy_main_vol,possitive_sell_main_vol,possitive_buy_middle_vol,possitive_sell_middle_vol
300750_SZ,2023-01-03 10:08:00,384.17,384.5,384.08,384.28,384.235391,49900.0,19173346.0,263,,,10400,6500,2600,3600,8800,4700
300750_SZ,2023-01-03 10:09:00,384.24,384.27,383.5,383.51,383.931772,116800.0,44843231.0,665,,,23500,1900,12600,2200,17700,10100
300750_SZ,2023-01-03 10:10:00,383.5,383.62,383.5,383.62,383.57426,50000.0,19178713.0,304,,,16500,7000,1000,6000,4900,3500
300750_SZ,2023-01-03 10:11:00,383.78,383.8,383.33,383.39,383.552673,89800.0,34443030.0,488,,,27700,2900,3000,7300,11900,8800
300750_SZ,2023-01-03 10:12:00,383.31,383.32,383.0,383.01,383.125262,68800.0,26359018.0,457,,,5400,0,7400,3700,15100,5000
300750_SZ,2023-01-03 10:13:00,383.01,383.01,382.83,382.87,382.978785,81500.0,31212771.0,440,,,21500,10700,4700,3700,11600,7700
300750_SZ,2023-01-03 10:14:00,382.86,382.89,382.81,382.87,382.842471,48800.0,18682712.6,329,,,8100,6700,1000,4400,7900,5220
300750_SZ,2023-01-03 10:15:00,382.87,383.01,382.82,382.94,382.924769,56200.0,21520372.0,324,,,3600,9000,8600,4500,7700,4400
300750_SZ,2023-01-03 10:16:00,382.99,382.99,382.45,382.45,382.714949,89100.0,34099902.0,615,,,9300,1800,11700,9300,19500,11000
300750_SZ,2023-01-03 10:17:00,382.29,382.49,382.0,382.05,382.071028,203400.0,77713247.0,1113,,,39000,11700,13500,8200,40700,9700
300750_SZ,2023-01-03 10:18:00,382.05,382.59,382.01,382.59,382.316616,65900.0,25194665.0,313,,,0,17600,1600,4600,5800,5400
300750_SZ,2023-01-03 10:19:00,382.59,383.07,382.58,383.07,382.808189,40300.0,15427170.0,246,,,1600,4500,1600,1900,5000,5900
300750_SZ,2023-01-03 10:20:00,383.07,383.64,383.02,383.64,383.16625,44000.0,16859315.0,237,,,3000,20000,1700,3400,3800,3900
300750_SZ,2023-01-03 10:21:00,383.13,383.59,383.11,383.41,383.302308,22100.0,8470981.0,160,,,1700,0,1500,1300,3800,5100
300750_SZ,2023-01-03 10:22:00,383.44,383.44,383.0,383.14,383.116164,36500.0,13983740.0,221,,,7700,0,3000,2000,4500,3300
300750_SZ,2023-01-03 10:23:00,383.16,383.2,383.11,383.2,383.150404,22300.0,8544254.0,146,,,0,4100,600,1800,3900,3300
300750_SZ,2023-01-03 10:24:00,383.17,383.56,383.17,383.56,383.520452,57500.0,22052426.0,211,,,18900,42500,6400,6200,4600,4200
300750_SZ,2023-01-03 10:25:00,383.78,384.5,383.78,384.44,383.747131,85400.0,32772005.0,270,,,8000,20000,0,0,2800,2700
300750_SZ,2023-01-03 10:26:00,384.5,384.78,383.89,384.37,384.412876,74400.0,28600318.0,332,,,5500,10900,8000,2100,10100,6800
300750_SZ,2023-01-03 10:27:00,384.37,385.0,384.37,384.99,384.819885,43600.0,16778147.0,185,,,0,24900,1300,700,4100,2800
300750_SZ,2023-01-03 10:28:00,384.99,386.0,384.99,385.8,385.413487,78300.0,30177876.0,240,,,1400,54000,900,5000,6000,2200
300750_SZ,2023-01-03 10:29:00,385.72,385.88,384.8,384.86,385.232272,40500.0,15601907.0,246,,,5500,0,6500,2900,7700,3800
300750_SZ,2023-01-03 10:30:00,384.86,385.7,384.86,385.59,385.258455,24600.0,9477358.0,145,,,0,4600,2300,1500,3800,4700
300750_SZ,2023-01-03 10:31:00,385.69,387.05,385.68,386.45,386.210834,85100.0,32866542.0,325,,,0,53200,0,1900,5500,10300
300750_SZ,2023-01-03 10:32:00,385.99,386.45,385.96,386.43,386.188949,44700.0,17262646.0,245,,,10500,9400,0,4800,4400,6800
300750_SZ,2023-01-03 10:33:00,386.45,386.98,386.44,386.94,386.790149,47100.0,18217816.0,266,,,6800,7900,1400,6000,8200,8000
300750_SZ,2023-01-03 10:34:00,386.7,386.99,386.7,386.95,386.881502,25300.0,9788102.0,180,,,1900,3000,0,1000,4300,4500
300750_SZ,2023-01-03 10:35:00,386.99,387.52,386.95,387.52,387.250668,59900.0,23196315.0,248,,,2600,26000,6000,1700,6400,5100
300750_SZ,2023-01-03 10:36:00,387.5,387.52,386.97,387.08,387.228153,31400.0,12158964.0,174,,,4400,0,0,1200,3200,5300
300750_SZ,2023-01-03 10:37:00,387.0,387.38,386.0,386.0,386.77385,76100.0,29433490.0,271,,,29500,13700,7200,5000,11500,12100
300750_SZ,2023-01-03 10:38:00,386.0,386.95,385.99,386.48,386.231481,60100.0,23212512.0,236,,,1800,7400,3700,11400,14200,7000
300750_SZ,2023-01-03 10:39:00,386.02,386.94,385.8,386.0,386.151172,62300.0,24057218.0,251,,,4800,17800,4700,9500,7000,3700
300750_SZ,2023-01-03 10:40:00,386.22,386.9,385.98,386.9,386.289829,17500.0,6760072.0,92,,,0,5000,2100,2800,1200,1300
300750_SZ,2023-01-03 10:41:00,386.9,386.9,385.88,386.63,386.216274,47500.0,18345273.0,196,,,10200,10300,3300,2300,8700,4900
300750_SZ,2023-01-03 10:42:00,386.0,386.54,385.96,386.0,386.206453,17200.0,6642751.0,98,,,5000,0,600,1300,3000,1200
300750_SZ,2023-01-03 10:43:00,386.0,386.02,385.0,385.0,385.564052,23200.0,8945086.0,188,,,1500,0,3200,1400,8800,2600
300750_SZ,2023-01-03 10:44:00,385.0,385.62,384.88,385.37,384.989011,36400.0,14013600.0,203,,,2900,7700,2200,2200,3600,4700
300750_SZ,2023-01-03 10:45:00,385.37,385.85,385.37,385.85,385.607598,17900.0,6902376.0,111,,,0,2000,3000,2200,3100,1100
300750_SZ,2023-01-03 10:46:00,385.85,385.85,385.6,385.69,385.77375,10400.0,4012047.0,77,,,0,0,0,0,1600,2100
300750_SZ,2023-01-03 10:47:00,385.69,386.03,385.6,386.0,385.772202,27700.0,10685890.0,140,,,1400,7500,2100,5400,3000,3000
300750_SZ,2023-01-03 10:48:00,385.82,386.86,385.82,386.2,386.287077,28400.0,10970553.0,134,,,0,11800,600,4800,2200,2500
300750_SZ,2023-01-03 10:49:00,386.7,386.82,386.0,386.57,386.523377,15400.0,5952460.0,121,,,0,3700,1000,0,3900,1100
300750_SZ,2023-01-03 10:50:00,386.27,386.77,386.21,386.61,386.556344,18600.0,7189948.0,117,,,1600,2200,1000,1000,2300,3100
300750_SZ,2023-01-03 10:51:00,386.66,386.66,386.58,386.65,386.588732,28400.0,10979120.0,141,,,0,8900,1700,3500,2100,4600
300750_SZ,2023-01-03 10:52:00,386.61,387.5,386.58,387.45,386.914644,29500.0,11413982.0,162,,,2900,7000,600,3700,2500,4700
300750_SZ,2023-01-03 10:53:00,387.5,387.5,386.05,386.05,386.884549,24400.0,9439983.0,144,,,1300,3500,2400,1400,3300,4300
300750_SZ,2023-01-03 10:54:00,386.11,386.11,386.0,386.1,386.037877,20250.0,7817267.0,106,,,3400,0,2900,2000,2900,4500
300750_SZ,2023-01-03 10:55:00,386.06,386.94,386.01,386.94,386.506429,15400.0,5952199.0,94,,,0,1500,600,1900,1800,2700
300750_SZ,2023-01-03 10:56:00,386.94,387.0,386.82,387.0,386.987514,17700.0,6849679.0,92,,,1500,3500,0,2600,800,1800
300750_SZ,2023-01-03 10:57:00,387.24,387.27,386.94,386.94,387.066145,17900.0,6928484.0,113,,,7700,0,700,900,2400,2400
300750_SZ,2023-01-03 10:58:00,386.89,386.93,385.72,385.97,386.291474,28500.0,11009307.0,167,,,5100,0,4800,0,7100,2100
300750_SZ,2023-01-03 10:59:00,385.72,385.88,385.7,385.8,385.765463,15650.0,6037229.5,105,,,6900,0,700,1550,1900,2800
300750_SZ,2023-01-03 11:00:00,386.4,386.43,385.92,386.42,386.327935,13510.0,5219290.4,73,,,0,3400,0,2100,1400,2100
300750_SZ,2023-01-03 11:01:00,386.4,387.4,386.4,387.0,386.841911,31400.0,12146836.0,144,,,0,9200,3200,5500,2700,5100
300750_SZ,2023-01-03 11:02:00,386.67,386.67,385.8,386.0,386.107985,39200.0,15135433.0,139,,,8200,8000,4300,3800,3300,4200
300750_SZ,2023-01-03 11:03:00,386.39,386.91,385.97,386.88,386.650784,105800.0,40907653.0,192,,,51800,30000,4200,2300,3300,3800
300750_SZ,2023-01-03 11:04:00,386.05,386.78,385.92,385.92,386.064685,14300.0,5520725.0,97,,,0,2000,2000,0,3500,800
300750_SZ,2023-01-03 11:05:00,385.88,386.05,385.8,386.05,385.876845,20600.0,7949063.0,100,,,10000,6500,2600,800,1900,1400
300750_SZ,2023-01-03 11:06:00,386.02,386.05,385.83,386.05,385.976209,18200.0,7024767.0,130,,,0,0,4300,1500,3300,2500
300750_SZ,2023-01-03 11:07:00,385.9,386.66,385.83,385.83,385.965506,17800.0,6870186.0,107,,,0,0,4200,2100,3600,1800
300750_SZ,2023-01-03 11:08:00,385.83,386.49,385.0,385.16,385.535277,77500.0,29878984.0,335,,,26800,4400,11300,4200,14400,2700
300750_SZ,2023-01-03 11:09:00,385.15,385.82,385.15,385.4,385.494524,16800.0,6476308.0,124,,,0,2500,2700,0,2300,2400
300750_SZ,2023-01-03 11:10:00,385.2,385.73,385.2,385.54,385.332393,23400.0,9016778.0,150,,,1600,5000,2500,600,5200,1800
300750_SZ,2023-01-03 11:11:00,385.3,385.55,385.23,385.3,385.419007,15100.0,5819827.0,108,,,0,2500,0,600,4800,1100
300750_SZ,2023-01-03 11:12:00,385.38,385.51,385.0,385.0,385.121097,23700.0,9127370.0,159,,,2700,0,2600,700,6400,1800
300750_SZ,2023-01-03 11:13:00,385.0,385.06,384.86,384.89,384.947458,23600.0,9084760.0,162,,,1500,6700,3800,0,3800,600
300750_SZ,2023-01-03 11:14:00,384.9,385.02,384.81,385.01,384.905968,24800.0,9545668.0,148,,,0,4200,2500,3500,4800,1800
300750_SZ,2023-01-03 11:15:00,385.01,385.3,385.0,385.3,385.061918,21900.0,8432856.0,120,,,2600,2500,0,3500,4000,2500
300750_SZ,2023-01-03 11:16:00,385.27,385.3,385.02,385.16,385.173401,34400.0,13249965.0,170,,,2200,8700,4300,2800,5900,2200
300750_SZ,2023-01-03 11:17:00,385.16,385.4,385.03,385.33,385.199668,21100.0,8127713.0,122,,,1400,0,1800,800,4600,2500
300750_SZ,2023-01-03 11:18:00,385.33,385.37,385.1,385.3,385.261092,17400.0,6703543.0,121,,,0,3800,3600,900,3100,900
300750_SZ,2023-01-03 11:19:00,385.29,385.51,385.29,385.51,385.426702,9400.0,3623011.0,65,,,0,0,800,1100,1400,2200
300750_SZ,2023-01-03 11:20:00,385.5,385.55,385.5,385.55,385.533125,16000.0,6168530.0,101,,,0,2000,2900,2800,1900,2500
300750_SZ,2023-01-03 11:21:00,385.55,386.0,385.55,385.84,385.731223,22900.0,8833245.0,138,,,0,5000,3600,1000,3500,3600
300750_SZ,2023-01-03 11:22:00,385.85,386.12,385.55,386.02,385.999899,39500.0,15246996.0,127,,,3000,17600,3000,3100,2400,1500
300750_SZ,2023-01-03 11:23:00,386.53,386.53,385.55,386.23,386.179123,45600.0,17609768.0,182,,,3000,20900,5300,1500,6600,5600
300750_SZ,2023-01-03 11:24:00,386.52,386.58,386.0,386.39,386.438784,25500.0,9854189.0,185,,,0,3500,600,3200,3800,6600
300750_SZ,2023-01-03 11:25:00,386.39,387.3,386.36,387.3,386.741966,65100.0,25176902.0,246,,,0,29100,4200,6400,6100,8400
300750_SZ,2023-01-03 11:26:00,387.14,387.5,387.14,387.5,387.431802,37600.0,14567435.74,182,,,7100,6800,600,2200,4500,4318
300750_SZ,2023-01-03 11:27:00,387.33,387.53,386.43,387.53,387.238072,28336.0,10972778.0,161,,,1400,9000,1000,600,4400,5300
300750_SZ,2023-01-03 11:28:00,387.41,387.62,387.41,387.48,387.544818,14850.0,5755040.54,107,,,0,0,700,1900,3200,2000
300750_SZ,2023-01-03 11:29:00,387.47,387.93,387.47,387.93,387.742853,47850.0,18553495.5,169,,,0,40250,900,1900,2300,2500
300750_SZ,2023-01-03 11:30:00,387.93,387.93,387.31,387.5,387.669017,34984.0,13562212.9,166,,,10266,2400,0,3134,3800,4600
300750_SZ,2023-01-03 13:01:00,387.8,387.92,385.8,385.8,387.385045,95500.0,36995271.76,452,,,27400,6900,9100,6500,17200,6800
300750_SZ,2023-01-03 13:02:00,385.8,386.62,385.67,385.99,386.057919,39400.0,15210682.0,223,,,2100,7200,3700,5600,7900,3800
300750_SZ,2023-01-03 13:03:00,385.86,386.06,385.55,386.0,385.855603,25700.0,9916489.0,143,,,3000,4200,1000,1600,2100,2900
300750_SZ,2023-01-03 13:04:00,386.02,386.66,386.0,386.62,386.414586,13300.0,5139314.0,87,,,0,1500,800,2400,1600,2700
300750_SZ,2023-01-03 13:05:00,386.9,386.9,386.6,386.6,386.716899,15800.0,6110127.0,120,,,4600,1400,0,1000,2300,1900
300750_SZ,2023-01-03 13:06:00,386.52,386.87,386.12,386.12,386.559398,24900.0,9625329.0,154,,,3800,1300,2600,0,6000,4800
300750_SZ,2023-01-03 13:07:00,386.49,386.88,386.44,386.64,386.641475,18300.0,7075539.0,146,,,0,0,0,2600,2000,5700
300750_SZ,2023-01-03 13:08:00,386.63,386.66,386.0,386.01,386.221779,44400.0,17148247.0,236,,,7600,10400,4000,900,2900,5000
300750_SZ,2023-01-03 13:09:00,386.05,387.5,386.05,387.4,386.767016,19100.0,7387250.0,117,,,0,1400,0,2700,800,1100
300750_SZ,2023-01-03 13:10:00,387.43,387.8,387.34,387.57,387.524647,31200.0,12090769.0,176,,,1500,6000,2800,5900,2600,5100
300750_SZ,2023-01-03 13:11:00,387.57,388.0,387.42,388.0,387.91087,74700.0,28976942.0,260,,,2600,53600,0,4800,3400,7400
300750_SZ,2023-01-03 13:12:00,388.05,389.47,388.05,389.38,388.777915,87122.0,33871109.48,393,,,0,21100,0,1600,4300,13541
300750_SZ,2023-01-03 13:13:00,389.32,389.32,388.06,388.94,388.793514,40978.0,15931980.6,233,,,16000,0,2100,2100,7300,9400
300750_SZ,2023-01-03 13:14:00,388.79,389.1,388.79,389.04,388.974252,24062.0,9359498.46,175,,,3138,0,2100,2700,3700,3000
300750_SZ,2023-01-03 13:15:00,388.92,389.3,388.92,389.29,389.083919,29157.0,11344519.84,161,,,0,7200,700,4057,2843,5000
300750_SZ,2023-01-03 13:16:00,389.29,389.94,389.29,389.94,389.557325,31400.0,12232100.0,184,,,0,3300,1800,5800,5200,3200
300750_SZ,2023-01-03 13:17:00,389.94,390.51,389.94,390.0,390.178593,87400.0,34101609.0,424,,,8100,29600,4300,3200,5200,14700
300750_SZ,2023-01-03 13:18:00,390.0,390.15,389.35,389.58,389.645556,35100.0,13676559.0,206,,,11600,3100,3700,1300,5500,5400
300750_SZ,2023-01-03 13:19:00,389.3,389.42,389.0,389.19,389.244372,23100.0,8991545.0,141,,,0,2900,1500,1400,3800,5222
300750_SZ,2023-01-03 13:20:00,389.22,389.3,389.01,389.12,389.166983,18650.0,7257964.24,144,,,0,0,1700,4700,4050,3178
300750_SZ,2023-01-03 13:21:00,389.1,389.4,389.1,389.38,389.187342,19750.0,7686450.0,117,,,5850,1800,0,1500,2400,4200
300750_SZ,2023-01-03 13:22:00,389.39,389.5,388.98,389.01,389.291089,30300.0,11795520.0,192,,,0,3000,2900,1400,7700,4200
300750_SZ,2023-01-03 13:23:00,389.01,389.06,388.55,388.66,388.831671,40100.0,15592150.0,206,,,17700,0,4300,5700,2900,3700
300750_SZ,2023-01-03 13:24:00,388.55,388.72,388.33,388.39,388.501975,15700.0,6099481.0,120,,,1500,0,1700,2000,2100,3300
300750_SZ,2023-01-03 13:25:00,388.3,388.39,388.2,388.21,388.2835,20000.0,7765670.0,145,,,1400,2800,1700,1000,2200,3800
300750_SZ,2023-01-03 13:26:00,388.4,388.69,388.21,388.69,388.360359,14339.0,5568699.19,117,,,0,1700,0,2100,3100,2300
300750_SZ,2023-01-03 13:27:00,388.7,389.06,388.5,389.03,388.875157,25400.0,9877429.0,144,,,5700,10000,600,600,5400,3500
300750_SZ,2023-01-03 13:28:00,389.0,389.18,388.37,388.85,388.941187,51600.0,20069365.27,239,,,16900,0,3500,2000,6300,4800
300750_SZ,2023-01-03 13:29:00,388.86,388.86,388.78,388.83,388.823806,25862.0,10055761.26,158,,,1300,11500,2300,1600,2500,3362
300750_SZ,2023-01-03 13:30:00,388.89,389.58,388.89,389.58,389.178366,45973.0,17891697.03,218,,,3300,18500,1800,5600,4400,3100
300750_SZ,2023-01-03 13:31:00,389.58,390.08,389.58,390.08,389.816441,34000.0,13253759.0,221,,,1400,0,4800,0,6300,3900
300750_SZ,2023-01-03 13:32:00,390.05,390.2,389.88,389.91,390.183636,31900.0,12446858.0,198,,,0,4800,3000,2900,7600,3500
300750_SZ,2023-01-03 13:33:00,389.83,389.83,388.5,389.24,389.307857,22400.0,8720496.0,153,,,2000,1400,2800,2700,3000,3400
300750_SZ,2023-01-03 13:34:00,389.24,389.53,389.09,389.35,389.264489,17322.0,6742839.48,119,,,1600,2100,700,0,3800,800
300750_SZ,2023-01-03 13:35:00,389.34,389.5,389.07,389.46,389.294523,14478.0,5636206.1,119,,,1500,0,1000,600,2300,3222
300750_SZ,2023-01-03 13:36:00,389.06,389.46,389.06,389.1,389.264257,14800.0,5761111.0,106,,,0,0,0,2200,2300,700
300750_SZ,2023-01-03 13:37:00,389.1,389.29,388.88,389.29,389.064421,22756.0,8853549.96,119,,,5900,3700,2900,0,3000,2800
300750_SZ,2023-01-03 13:38:00,389.27,389.27,388.92,388.94,389.026264,11000.0,4279288.9,78,,,1500,0,1000,600,2200,1844
300750_SZ,2023-01-03 13:39:00,388.92,389.0,388.89,388.89,388.95565,20000.0,7779113.0,124,,,2500,2000,578,3922,2000,2300
300750_SZ,2023-01-03 13:40:00,388.89,389.0,388.81,388.93,388.942394,13900.0,5406299.28,111,,,0,2000,1600,600,3600,2100
300750_SZ,2023-01-03 13:41:00,388.93,389.0,388.26,388.26,388.596774,34100.0,13251150.0,188,,,9300,0,1400,3400,2600,11800
300750_SZ,2023-01-03 13:42:00,388.25,388.25,388.0,388.01,388.110475,37900.0,14709387.0,234,,,0,7000,1400,2900,7300,4200
300750_SZ,2023-01-03 13:43:00,388.02,388.3,388.0,388.04,388.02662,41322.0,16034036.0,174,,,14400,4000,5300,1500,4400,1200
300750_SZ,2023-01-03 13:44:00,388.29,388.59,388.04,388.59,388.307551,13698.0,5319036.84,79,,,0,5400,600,0,2300,1300
300750_SZ,2023-01-03 13:45:00,388.58,389.27,388.58,389.27,388.917312,20962.0,8152484.7,107,,,0,8000,900,0,5016,3862
300750_SZ,2023-01-03 13:46:00,388.93,389.29,388.73,388.75,389.002463,19600.0,7624448.28,128,,,0,0,2900,700,5000,4300
300750_SZ,2023-01-03 13:47:00,388.6,388.75,388.0,388.34,388.2585,18000.0,6988653.0,123,,,0,1500,600,0,2800,2400
300750_SZ,2023-01-03 13:48:00,388.35,388.39,388.02,388.2,388.24712,12500.0,4853089.0,83,,,1600,1300,1200,600,1400,2200
300750_SZ,2023-01-03 13:49:00,388.05,388.42,388.05,388.33,388.152259,31650.0,12285019.0,129,,,14600,3300,2800,1605,1900,1200
300750_SZ,2023-01-03 13:50:00,388.33,388.42,388.33,388.42,388.4205,22000.0,8545251.0,88,,,1800,11000,900,0,200,2800
300750_SZ,2023-01-03 13:51:00,388.49,388.55,388.34,388.34,388.509803,47600.0,18493066.6,162,,,10700,17000,4000,1822,1800,6100
300750_SZ,2023-01-03 13:52:00,388.42,388.62,388.34,388.6,388.523775,24900.0,9674242.0,93,,,5300,10700,800,0,1100,700
300750_SZ,2023-01-03 13:53:00,388.6,388.86,388.6,388.86,388.728027,14022.0,5450744.4,76,,,2200,7600,1700,0,1700,1500
300750_SZ,2023-01-03 13:54:00,388.88,388.93,388.7,388.91,388.844458,16600.0,6454818.0,104,,,0,4100,1600,800,4100,1100
300750_SZ,2023-01-03 13:55:00,388.8,389.16,388.8,389.16,388.984101,34662.0,13482966.9,143,,,0,15500,2400,2800,3600,2200
300750_SZ,2023-01-03 13:56:00,389.2,389.31,389.2,389.25,389.278868,28700.0,11172303.5,148,,,2990,9110,1000,2200,4000,2210
300750_SZ,2023-01-03 13:57:00,389.31,389.33,388.77,388.83,389.141122,39338.0,15308033.47,179,,,19900,6100,2800,1200,3100,4600
300750_SZ,2023-01-03 13:58:00,388.83,388.92,388.8,388.9,388.8537,20000.0,7777074.0,105,,,5000,6400,1600,0,1200,1300
300750_SZ,2023-01-03 13:59:00,388.86,388.9,388.7,388.7,388.828848,19100.0,7426631.0,92,,,5000,0,2200,1200,3700,700
300750_SZ,2023-01-03 14:00:00,388.68,388.7,388.4,388.5,388.635635,16800.0,6529078.66,120,,,3000,0,783,1000,4800,2500
300750_SZ,2023-01-03 14:01:00,388.41,388.86,388.41,388.86,388.692371,33098.0,12864940.1,168,,,7381,6700,2100,2000,1900,3600
300750_SZ,2023-01-03 14:02:00,388.86,388.9,388.55,388.55,388.865418,40981.0,15936093.7,167,,,4800,22900,4400,600,5500,2100
300750_SZ,2023-01-03 14:03:00,388.55,388.55,388.31,388.54,388.417824,21600.0,8389825.0,137,,,0,2900,3400,1600,4900,3100
300750_SZ,2023-01-03 14:04:00,388.3,388.5,388.3,388.46,388.413214,14000.0,5437785.0,95,,,0,2600,700,1800,2900,900
300750_SZ,2023-01-03 14:05:00,388.49,388.66,388.46,388.64,388.569045,11919.0,4631354.45,72,,,0,3619,0,2319,2200,500
300750_SZ,2023-01-03 14:06:00,388.85,388.85,388.66,388.76,388.755385,9100.0,3537674.0,67,,,0,1400,0,1000,1100,600
300750_SZ,2023-01-03 14:07:00,388.84,388.85,388.55,388.55,388.752548,26300.0,10224192.0,131,,,6100,4000,4000,0,4400,4000
