date,open,high,low,close,avgPrice,volume,money,trans_num,possitive_buy_large_vol,possitive_sell_large_vol,possitive_buy_main_vol,possitive_sell_main_vol,possitive_buy_middle_vol,possitive_sell_middle_vol
2023-01-03 ,389.9,390.1,389.9,390.1,389.989293,33962.0,13244816.38,211.0,,,3962.0,1900.0,1200.0,10300.0
2023-01-03 ,390.01,390.22,390.01,390.19,,31300.0,12211337.0,195.0,3000.0,,3300.0,4400.0,6100.0,5400.0
2023-01-03 ,390.11,390.19,389.8,389.94,390.008141,31200.0,12168254.0,210.0,1400.0,,2800.0,3800.0,10100.0,2400.0
2023-01-03 ,389.87,,389.87,389.99,389.922252,30200.0,11775652.0,132.0,,15000.0,1200.0,,2900.0,3200.0
2023-01-03 ,390.0,390.2,389.92,390.19,390.089312,43600.0,17007894.0,177.0,1400.0,12000.0,900.0,4700.0,2600.0,7300.0
2023-01-03 ,390.17,390.2,390.17,390.2,390.183476,,12798018.0,174.0,2900.0,,1454.0,1000.0,5200.0,
2023-01-03 ,390.21,,390.21,391.11,390.604196,53954.0,21074658.8,,2200.0,,3500.0,2200.0,6000.0,6700.0
2023-01-03 ,391.0,,391.0,,391.563359,78300.0,30659411.0,411.0,2500.0,22800.0,4300.0,6400.0,5500.0,10800.0
2023-01-03 ,391.71,391.71,391.32,391.49,391.463332,48262.0,18892803.33,328.0,3800.0,6700.0,3400.0,4300.0,6400.0,5500.0
2023-01-03 ,391.49,391.51,391.16,391.48,391.412065,35600.0,13934269.5,226.0,6397.0,3303.0,,2403.0,,3442.0
2023-01-03 ,391.29,391.44,391.29,,391.610966,55297.0,21654911.6,298.0,,14200.0,4300.0,4000.0,4100.0,12300.0
2023-01-03 ,391.37,391.58,391.37,391.57,391.468193,24703.0,9670438.77,,,,,1600.0,2600.0,
2023-01-03 ,391.58,391.98,391.58,391.7,391.696125,28797.0,11279673.32,186.0,6703.0,4000.0,1700.0,1800.0,6600.0,4300.0
2023-01-03 ,391.91,,,391.79,391.735719,42403.0,16610769.7,238.0,6500.0,1400.0,,4900.0,6500.0,6900.0
2023-01-03 ,391.71,391.94,,391.94,391.834414,30599.0,11989741.22,212.0,,6500.0,700.0,3500.0,4500.0,4300.0
2023-01-03 ,391.92,392.47,391.92,392.47,392.139007,44645.0,17507045.98,253.0,,12702.0,2700.0,2800.0,3700.0,
2023-01-03 ,392.47,392.57,391.91,392.01,392.282163,77200.0,30284182.98,,13500.0,,9200.0,4700.0,8200.0,11200.0
2023-01-03 ,,392.01,391.35,,391.672987,54701.0,21424904.07,,5600.0,,7500.0,4100.0,4000.0,3600.0
2023-01-03 ,391.37,391.37,390.75,390.75,391.124988,40900.0,15997012.0,253.0,10000.0,,1700.0,,3500.0,6500.0
2023-01-03 ,390.76,390.89,390.56,390.57,390.706411,24800.0,9689519.0,149.0,,,,800.0,2600.0,2800.0
2023-01-03 ,390.57,390.57,390.17,390.17,390.388987,22700.0,8861830.0,,,,1600.0,,3600.0,
2023-01-03 ,390.18,390.18,390.01,390.04,,42400.0,16537454.0,232.0,13400.0,4100.0,5000.0,2600.0,4800.0,
2023-01-03 ,390.05,390.43,390.03,,390.207642,45913.0,17915603.47,257.0,3100.0,7100.0,3500.0,,6700.0,4700.0
2023-01-03 ,390.35,,390.03,390.03,390.100256,39100.0,15252920.0,228.0,7900.0,,7800.0,1700.0,4600.0,4800.0
2023-01-03 ,390.05,390.35,,390.35,390.137523,,12601442.0,154.0,,6400.0,3200.0,3700.0,2500.0,4600.0
2023-01-03 ,390.16,390.27,390.1,390.19,390.158732,20900.0,,,,,1000.0,2600.0,3100.0,
2023-01-03 ,,390.3,390.19,390.2,390.205,23400.0,9130797.0,131.0,9400.0,3100.0,2700.0,700.0,1800.0,2900.0
2023-01-03 ,390.19,390.19,390.13,390.16,390.167872,28200.0,11002734.0,,,,2600.0,,,5600.0
2023-01-03 ,390.17,390.2,390.16,390.18,390.179452,31000.0,12095563.0,171.0,6800.0,5400.0,800.0,2000.0,2300.0,4000.0
2023-01-03 ,390.15,390.15,389.92,389.92,390.059184,40500.0,15797396.94,285.0,5100.0,1500.0,3800.0,1600.0,8500.0,3100.0
2023-01-03 ,389.72,389.94,,389.41,389.55121,31400.0,12231908.0,203.0,3400.0,6500.0,2500.0,1800.0,4800.0,8800.0
2023-01-03 ,389.86,390.11,389.86,390.08,389.899989,56203.0,21913549.06,253.0,4803.0,14000.0,4200.0,6500.0,2800.0,7700.0
2023-01-03 ,390.1,390.17,390.1,390.11,390.132878,20500.0,7997724.0,,2800.0,4000.0,,2800.0,2600.0,600.0
2023-01-03 ,390.09,390.09,389.92,,390.010655,33600.0,13104358.0,,8300.0,,5600.0,,3200.0,4000.0
2023-01-03 ,389.91,389.92,389.5,389.64,389.723101,42684.0,16634940.84,,8600.0,16300.0,,700.0,5300.0,6600.0
2023-01-03 ,389.74,389.74,389.53,389.55,389.606654,38800.0,15116738.19,204.0,,9200.0,1300.0,800.0,3200.0,5800.0
2023-01-03 ,389.55,,389.53,389.54,389.547261,30299.0,11802892.46,180.0,3300.0,4800.0,2700.0,,7172.0,7013.0
2023-01-03 ,389.49,389.54,389.49,389.5,389.51073,33516.0,,211.0,,6700.0,3200.0,1200.0,4700.0,3900.0
2023-01-03 ,389.52,389.59,,389.58,389.549187,29529.0,11502997.95,175.0,3400.0,2000.0,,4500.0,2700.0,4787.0
2023-01-03 ,389.64,389.9,389.6,389.67,389.750551,26700.0,10406339.7,,3800.0,1900.0,2700.0,1000.0,2670.0,2800.0
2023-01-03 ,389.67,389.79,389.62,,389.689735,30200.0,11768630.0,218.0,,6700.0,2800.0,1400.0,6800.0,4300.0
2023-01-03 ,389.76,389.8,389.71,389.79,389.76695,33300.0,12979239.44,227.0,3300.0,3000.0,2312.0,,2912.0,3600.0
2023-01-03 ,389.79,389.8,389.76,389.78,389.793892,39100.0,15240941.16,,,2200.0,3300.0,,5500.0,9900.0
2023-01-03 ,,390.0,389.82,390.0,389.949113,6400.0,2495674.32,37.0,,,,,,
2023-01-03 ,390.0,390.0,390.0,390.0,,,,,,,,,,
2023-01-03 ,389.64,389.64,,389.64,,,66118011.6,,120600.0,89481.0,26010.0,22168.0,,49973.0
2023-01-04 ,386.5,386.5,386.5,386.5,386.5,104650.0,40447225.0,415.0,34900.0,15500.0,9700.0,8300.0,,9850.0
2023-01-04 ,,387.0,384.01,385.49,385.75911,364050.0,140435603.98,1485.0,,110149.0,18500.0,16248.0,56701.0,37900.0
2023-01-04 ,385.43,385.43,383.5,383.99,384.257961,239284.0,91946782.04,968.0,52816.0,56468.0,10800.0,20768.0,23832.0,32700.0
2023-01-04 ,383.85,383.99,383.03,383.12,383.61484,166716.0,63954731.72,945.0,,,9100.0,20300.0,20600.0,
2023-01-04 ,383.15,383.15,382.05,382.3,382.555949,504024.0,192817379.8,1617.0,202000.0,86500.0,20800.0,50200.0,42600.0,47000.0
2023-01-04 ,382.21,382.28,382.19,382.24,382.226021,274709.0,105000928.01,1244.0,44900.0,47218.0,19300.0,32300.0,26500.0,28200.0
2023-01-04 ,382.41,,,383.42,,128700.0,,671.0,18600.0,,12600.0,18000.0,25200.0,17900.0
2023-01-04 ,383.37,384.35,383.32,384.0,,117700.0,45158657.0,490.0,12100.0,10500.0,17500.0,11000.0,14400.0,16100.0
2023-01-04 ,,384.29,,383.79,384.122207,124600.0,47861627.0,703.0,14700.0,,13400.0,21000.0,,22000.0
2023-01-04 ,383.69,384.16,383.69,384.08,383.975478,102600.0,39395884.0,563.0,6800.0,10800.0,,18800.0,11500.0,19100.0
2023-01-04 ,383.97,384.19,383.7,384.12,384.012795,94100.0,36135604.0,491.0,6800.0,1700.0,17200.0,17800.0,13400.0,13700.0
2023-01-04 ,,385.45,384.12,385.11,384.980186,145500.0,56014617.0,759.0,4800.0,25500.0,11700.0,17000.0,18100.0,29200.0
2023-01-04 ,385.11,385.18,384.1,,384.884336,138500.0,53306480.56,610.0,51400.0,18126.0,7000.0,13100.0,13000.0,22700.0
2023-01-04 ,384.19,384.22,383.58,384.22,383.889075,130918.0,50257989.88,657.0,19700.0,15800.0,9600.0,13500.0,13500.0,22300.0
2023-01-04 ,384.03,384.48,384.0,384.4,384.316427,80600.0,30975904.0,422.0,5000.0,1600.0,11000.0,12200.0,13000.0,15800.0
2023-01-04 ,384.52,,384.4,384.43,384.449123,64300.0,24720078.58,437.0,,,6200.0,6500.0,8846.0,13240.0
2023-01-04 ,384.11,384.43,383.04,,383.697304,119300.0,45775088.4,679.0,23200.0,7760.0,13940.0,10140.0,16500.0,
2023-01-04 ,383.05,383.38,383.0,383.38,383.025711,201900.0,77332891.0,764.0,68900.0,27200.0,12600.0,10600.0,25200.0,17400.0
2023-01-04 ,383.09,383.5,383.09,383.5,383.262571,70000.0,26828380.0,356.0,9000.0,4200.0,8900.0,,8200.0,15500.0
2023-01-04 ,383.43,383.86,383.37,383.49,383.596529,77500.0,29728731.0,434.0,19100.0,,5300.0,,9300.0,13500.0
2023-01-04 ,383.49,383.49,383.04,383.21,383.237482,95700.0,36675827.0,491.0,21500.0,2800.0,7000.0,8500.0,12700.0,16400.0
2023-01-04 ,383.21,383.46,383.15,,383.235424,,48402634.0,502.0,40600.0,,18100.0,4800.0,18100.0,22500.0
2023-01-04 ,,,382.56,383.11,382.877707,195400.0,74814304.0,850.0,58200.0,9400.0,6000.0,15400.0,25100.0,24100.0
2023-01-04 ,383.13,383.34,383.03,383.13,383.138175,68500.0,26244965.0,345.0,3600.0,1500.0,4100.0,6000.0,10700.0,17900.0
2023-01-04 ,383.06,383.13,383.0,,,79900.0,30603869.0,366.0,37900.0,,5500.0,8200.0,7100.0,19237.0
2023-01-04 ,383.11,,383.04,383.11,383.088936,58298.0,22333318.79,325.0,10463.0,1500.0,1900.0,5600.0,7000.0,
2023-01-04 ,383.11,383.32,383.07,383.14,383.115186,82346.0,31548003.09,398.0,9463.0,9600.0,3200.0,7600.0,8609.0,22400.0
2023-01-04 ,383.31,384.22,383.31,384.0,383.737128,53091.0,20372987.86,290.0,5600.0,3100.0,6600.0,3700.0,,7200.0
2023-01-04 ,383.95,384.44,383.95,384.38,384.158976,65400.0,25123997.0,376.0,2000.0,18100.0,4500.0,9600.0,7700.0,16600.0
2023-01-04 ,384.39,,384.39,384.44,384.451564,64646.0,24853255.78,360.0,6700.0,9100.0,7800.0,4000.0,11600.0,10000.0
2023-01-04 ,384.43,384.44,384.01,384.29,384.32611,54500.0,20945773.0,317.0,3600.0,9200.0,6800.0,,5900.0,21500.0
2023-01-04 ,384.49,384.68,384.01,,384.363466,140200.0,53887758.0,528.0,42000.0,,8200.0,9400.0,23800.0,11800.0
2023-01-04 ,384.58,,384.57,,385.072965,127106.0,48945084.34,626.0,10200.0,33500.0,9094.0,12006.0,16900.0,15206.0
2023-01-04 ,385.61,385.66,,385.01,385.4283,105900.0,40816857.0,426.0,28494.0,4200.0,11006.0,12500.0,9900.0,11900.0
2023-01-04 ,385.0,385.35,385.0,,385.080242,78400.0,30190291.0,378.0,3500.0,3500.0,11400.0,8600.0,17200.0,13300.0
2023-01-04 ,385.06,385.06,384.0,384.0,,100000.0,38476633.0,378.0,,4200.0,10400.0,10200.0,14000.0,11300.0
2023-01-04 ,384.07,,383.96,384.4,384.124586,88100.0,33841376.0,441.0,,3800.0,2500.0,14800.0,15000.0,15100.0
2023-01-04 ,384.41,384.99,,384.55,,72700.0,27963912.0,378.0,4500.0,15400.0,4400.0,12800.0,12500.0,8900.0
2023-01-04 ,384.56,385.03,,385.01,384.82643,76200.0,29323774.0,444.0,2000.0,6400.0,10300.0,,17000.0,
2023-01-04 ,385.03,385.46,,385.32,385.27479,138200.0,,480.0,43100.0,25700.0,8800.0,12800.0,11700.0,18200.0
2023-01-04 ,385.32,385.63,385.32,385.62,385.515031,81900.0,31573681.0,437.0,6100.0,16400.0,7000.0,12000.0,8200.0,20700.0
2023-01-04 ,,386.7,385.61,386.7,386.288192,147700.0,57054766.0,707.0,15600.0,,6100.0,4400.0,16600.0,
2023-01-04 ,386.68,386.68,385.53,385.96,386.11485,90300.0,,433.0,6300.0,,10600.0,8900.0,11500.0,11600.0
2023-01-04 ,385.94,385.97,385.87,385.91,385.944643,93900.0,36240202.0,428.0,,37700.0,9000.0,14500.0,,15400.0
2023-01-04 ,385.91,386.26,385.82,386.26,385.945996,138100.0,53299142.0,461.0,7900.0,,5000.0,9900.0,10400.0,9900.0
2023-01-04 ,386.24,386.26,385.82,385.84,,84600.0,32654008.0,417.0,27700.0,16400.0,11300.0,6900.0,,7600.0
2023-01-04 ,385.84,,385.74,385.8,385.885323,89800.0,34652502.0,475.0,8900.0,,,9400.0,13900.0,11200.0
2023-01-04 ,385.81,385.81,385.4,385.52,385.650791,53100.0,,344.0,,1800.0,8700.0,5100.0,,10100.0
2023-01-04 ,385.53,385.53,384.93,385.5,385.103838,135327.0,52114947.11,589.0,,43554.0,10000.0,14200.0,17546.0,13927.0
2023-01-04 ,385.26,385.59,385.26,385.59,385.434152,152000.0,58585991.17,552.0,12800.0,48700.0,10500.0,13700.0,15000.0,14000.0
2023-01-04 ,385.58,385.59,384.72,384.72,385.246671,80500.0,31012357.0,408.0,14000.0,10400.0,,,13400.0,9700.0
2023-01-04 ,385.05,385.75,385.02,,385.237808,114118.0,43962568.18,557.0,22100.0,,10400.0,,16300.0,13000.0
2023-01-04 ,385.08,385.4,,385.4,385.221365,85000.0,32743816.0,465.0,,8700.0,4900.0,16200.0,11700.0,17700.0
2023-01-04 ,385.46,385.55,384.7,384.7,385.330076,79400.0,,462.0,10800.0,1300.0,12200.0,11400.0,13500.0,14700.0
2023-01-04 ,385.08,385.4,385.02,385.32,385.240647,,23807872.0,314.0,3300.0,3600.0,,8200.0,9100.0,12300.0
2023-01-04 ,385.31,385.32,384.64,384.64,385.03508,56500.0,21754482.0,346.0,7200.0,,,8900.0,12700.0,11200.0
2023-01-04 ,384.68,384.97,384.55,384.6,384.786466,83200.0,32014234.0,410.0,26600.0,6200.0,9400.0,13800.0,11500.0,14400.0
2023-01-04 ,,384.51,383.85,383.85,384.097785,131800.0,50624088.0,571.0,,14886.0,14800.0,24000.0,19514.0,12300.0
2023-01-04 ,383.87,383.87,383.53,383.55,383.687821,69300.0,26589566.0,410.0,24600.0,4300.0,,8700.0,15900.0,17561.0
2023-01-04 ,383.6,383.6,383.47,383.47,,118600.0,45472316.89,562.0,,7500.0,7900.0,,11500.0,18337.0
2023-01-04 ,383.49,383.5,,383.5,383.429987,75800.0,29063993.0,450.0,1400.0,10700.0,8000.0,12000.0,9200.0,
2023-01-04 ,383.59,383.59,383.13,383.13,383.393137,91900.0,35233829.3,508.0,22900.0,3000.0,12600.0,11300.0,12700.0,18070.0
2023-01-04 ,383.14,383.87,383.03,383.87,383.095133,177302.0,67923533.22,805.0,,28602.0,18400.0,16600.0,23000.0,15900.0
2023-01-04 ,383.82,,383.56,,,76300.0,29279343.0,353.0,4800.0,16400.0,,9200.0,11400.0,
2023-01-04 ,383.86,383.86,383.82,383.84,383.83929,62000.0,23798036.0,372.0,,10500.0,,8600.0,13700.0,12000.0
2023-01-04 ,383.84,383.84,383.52,383.73,383.788822,50100.0,19227820.0,311.0,2000.0,3600.0,6700.0,9300.0,8000.0,7400.0
2023-01-04 ,383.68,383.69,,383.2,383.42574,,25651182.0,,3800.0,13800.0,3600.0,10100.0,8900.0,13600.0
2023-01-04 ,383.26,383.26,,383.1,383.137597,,35555169.0,436.0,20800.0,2500.0,6400.0,21600.0,,
2023-01-04 ,383.12,383.5,383.1,383.49,383.255357,50400.0,19316070.0,,2200.0,,3700.0,10200.0,9200.0,
2023-01-04 ,383.49,383.51,383.42,383.44,383.488439,55100.0,21130213.0,370.0,1900.0,2100.0,2400.0,7700.0,10700.0,11500.0
2023-01-04 ,383.44,383.73,383.41,383.61,,,20441124.0,349.0,,,3300.0,8300.0,11700.0,12200.0
2023-01-04 ,383.58,383.76,383.58,383.75,383.709142,,20566810.0,295.0,2300.0,8600.0,6700.0,,9700.0,6700.0
2023-01-04 ,383.76,383.8,383.75,383.79,383.764292,46600.0,17883416.0,310.0,5700.0,,4200.0,5300.0,9400.0,7000.0
2023-01-04 ,383.79,383.96,383.78,383.96,383.84803,53800.0,20651024.0,314.0,,6400.0,800.0,8200.0,10400.0,
2023-01-04 ,383.99,,383.96,384.0,383.986724,46400.0,17816984.0,313.0,1600.0,10000.0,2700.0,,9700.0,9100.0
2023-01-04 ,383.99,384.32,383.98,384.08,384.02974,42300.0,16244458.0,275.0,2500.0,,5000.0,10300.0,7300.0,5900.0
2023-01-04 ,384.09,384.2,384.09,384.16,384.134437,57700.0,22164557.0,354.0,2600.0,1700.0,3400.0,12000.0,10700.0,11300.0
2023-01-04 ,384.21,384.54,384.16,384.54,384.323153,,14919424.8,261.0,,,5000.0,6600.0,7300.0,8500.0
2023-01-04 ,384.54,384.8,384.54,,384.663623,46100.0,17732993.0,289.0,1700.0,,5100.0,12000.0,11200.0,8400.0
2023-01-04 ,384.81,385.09,384.81,385.02,384.929835,54500.0,20978676.0,316.0,3100.0,,4800.0,9500.0,15200.0,6200.0
2023-01-04 ,385.01,385.48,385.01,385.34,385.208073,43600.0,16795072.0,310.0,1800.0,1300.0,2900.0,4100.0,12200.0,7400.0
2023-01-04 ,385.5,,385.32,385.4,385.395335,71600.0,27594306.0,423.0,1600.0,9700.0,5100.0,8800.0,18400.0,9900.0
2023-01-04 ,,385.42,384.94,385.08,385.254919,67900.0,,,4900.0,1700.0,7800.0,8300.0,16400.0,8400.0
2023-01-04 ,384.91,385.08,384.81,384.81,384.918282,61800.0,23787949.8,348.0,,9800.0,4200.0,9000.0,,13820.0
2023-01-04 ,384.81,,,384.86,384.77979,52400.0,20162461.0,,1900.0,1500.0,4500.0,8200.0,10900.0,12600.0
2023-01-04 ,384.92,384.97,384.9,384.97,384.931635,46720.0,17984006.0,,7100.0,,5000.0,6400.0,9980.0,14800.0
2023-01-04 ,384.96,385.19,384.96,385.18,385.046035,51200.0,19714357.0,,,6300.0,4700.0,6400.0,9400.0,7000.0
2023-01-04 ,385.13,385.17,385.0,385.0,385.11406,53700.0,20680625.0,352.0,1400.0,4200.0,3900.0,,14800.0,9800.0
2023-01-04 ,385.06,385.06,384.87,384.88,384.977562,53000.0,20403810.8,330.0,,1400.0,4800.0,8620.0,10280.0,13300.0
2023-01-04 ,384.87,385.14,384.87,385.13,385.043245,72100.0,27761618.0,339.0,14500.0,7700.0,600.0,14500.0,,18600.0
2023-01-04 ,385.13,385.18,385.12,385.17,385.147767,79472.0,30608463.36,376.0,22400.0,1300.0,5500.0,10700.0,12372.0,9400.0
2023-01-04 ,385.18,385.18,385.04,,385.138833,55700.0,21452233.0,333.0,,,5000.0,12500.0,8300.0,11600.0
2023-01-04 ,385.1,385.12,385.0,385.0,385.060642,32100.0,12360446.6,234.0,,,,4500.0,7680.0,6900.0
2023-01-04 ,385.01,385.02,384.91,384.91,384.984254,35500.0,13666941.0,246.0,1800.0,2100.0,4400.0,4000.0,9000.0,13500.0
2023-01-04 ,,385.48,384.88,385.48,385.094752,82500.0,,,5100.0,20700.0,4200.0,14300.0,7500.0,
2023-01-04 ,385.48,385.5,385.4,,385.480613,55500.0,,303.0,4600.0,1700.0,5700.0,8300.0,8700.0,8100.0
2023-01-04 ,385.5,,385.11,385.2,385.351904,54720.0,21086456.2,291.0,8900.0,,4200.0,8000.0,8100.0,5700.0
2023-01-04 ,385.15,385.15,385.0,385.05,385.082509,,12707722.8,213.0,,,3900.0,6500.0,10500.0,4300.0
2023-01-04 ,,385.02,,384.79,384.930653,56080.0,,,4100.0,,8180.0,7500.0,10700.0,7900.0
2023-01-04 ,384.8,384.8,384.1,,384.493426,54000.0,20762645.0,323.0,3500.0,,4400.0,6800.0,,10700.0
2023-01-04 ,384.13,384.24,384.02,,384.093188,51700.0,19857617.8,304.0,6200.0,,,2900.0,16700.0,6600.0
2023-01-04 ,384.04,384.13,384.02,384.13,384.049343,84040.0,32275506.8,363.0,11800.0,6600.0,7620.0,25900.0,11400.0,8700.0
2023-01-04 ,384.12,384.13,,384.13,384.124585,48200.0,18514805.0,287.0,,50000.0,5700.0,5000.0,8100.0,13700.0
2023-01-04 ,384.13,384.33,384.12,384.32,384.147917,103200.0,39644065.0,249.0,16200.0,5300.0,5000.0,4800.0,6800.0,8200.0
2023-01-04 ,384.32,384.32,384.21,384.31,384.308951,98200.0,37739139.0,266.0,,,2200.0,6900.0,11000.0,13600.0
2023-01-04 ,384.31,384.31,384.3,384.3,384.30737,88600.0,34049633.0,245.0,3900.0,50000.0,,4300.0,8200.0,7700.0
2023-01-04 ,384.31,384.31,384.3,384.3,384.306662,100720.0,38707367.0,,8200.0,5100.0,6600.0,9700.0,12900.0,11000.0
2023-01-04 ,384.31,384.31,384.3,384.31,384.305562,54300.0,20867792.0,242.0,6380.0,50000.0,5500.0,9300.0,6500.0,10000.0
2023-01-04 ,384.3,384.31,384.28,384.28,384.295878,55800.0,,331.0,1900.0,3300.0,8100.0,8500.0,11220.0,8800.0
2023-01-04 ,,384.28,384.03,384.04,384.134226,50400.0,19360365.0,283.0,1700.0,4700.0,11300.0,7100.0,4300.0,11400.0
2023-01-04 ,384.03,384.03,383.88,383.88,383.985995,42700.0,16396202.0,254.0,,1900.0,5100.0,,11400.0,5400.0
2023-01-04 ,383.88,383.88,,383.67,383.784731,52000.0,19956806.0,300.0,,1400.0,4800.0,7700.0,10600.0,10400.0
2023-01-04 ,383.66,,383.3,383.3,383.462857,56700.0,21742344.0,330.0,5200.0,3600.0,8600.0,6800.0,11400.0,10400.0
2023-01-04 ,383.33,383.75,383.3,383.75,383.43111,145900.0,55942599.0,409.0,4800.0,64600.0,7200.0,28100.0,9200.0,16700.0
2023-01-04 ,383.75,383.75,,383.7,383.727476,,35418046.0,233.0,,14300.0,4800.0,3900.0,8000.0,8600.0
2023-01-04 ,383.72,383.73,383.7,,383.719088,35520.0,13629702.0,219.0,6600.0,2100.0,,4200.0,4800.0,9500.0
2023-01-04 ,383.73,383.75,383.73,383.74,383.731148,94100.0,36109101.0,205.0,,89800.0,2000.0,4300.0,5300.0,10900.0
2023-01-04 ,383.74,384.25,,384.25,383.90838,104127.0,,251.0,2400.0,59100.0,5900.0,9000.0,7400.0,14400.0
2023-01-04 ,384.26,384.49,384.25,384.31,384.285083,36000.0,13834263.0,229.0,,1800.0,2900.0,,9300.0,5200.0
2023-01-04 ,384.35,384.35,384.3,,384.328351,90620.0,34827835.2,247.0,1600.0,53600.0,4000.0,7200.0,8100.0,8820.0
2023-01-04 ,,384.34,,384.31,384.319353,32700.0,12567242.85,217.0,,,5400.0,5300.0,4900.0,5315.0
2023-01-04 ,384.32,384.99,384.31,384.48,384.391027,103200.0,,579.0,4300.0,10100.0,17800.0,7600.0,26300.0,15885.0
2023-01-04 ,384.35,384.46,383.98,384.2,384.172611,54000.0,20745321.0,327.0,1800.0,,10200.0,5700.0,14600.0,
2023-01-04 ,384.2,385.08,384.19,384.5,384.415322,60500.0,23257127.0,,,,7500.0,6400.0,13400.0,15400.0
2023-01-04 ,384.92,384.92,384.62,384.8,384.751282,47600.0,,248.0,1800.0,5900.0,4900.0,6100.0,8200.0,11500.0
2023-01-04 ,384.8,384.8,384.69,384.69,384.744421,137500.0,52902357.94,436.0,,,14500.0,12300.0,25100.0,13400.0
2023-01-04 ,384.58,384.67,384.1,384.36,384.318719,,16794728.0,227.0,,3400.0,7500.0,5400.0,8700.0,9100.0
2023-01-04 ,384.35,384.35,384.0,384.09,384.131804,104200.0,40026534.0,355.0,4400.0,33900.0,10700.0,13200.0,21700.0,12500.0
2023-01-04 ,384.09,384.09,,383.96,384.041746,46400.0,17819537.0,272.0,1800.0,,2200.0,12500.0,,6400.0
2023-01-04 ,383.98,383.98,383.82,,383.890551,59900.0,22995044.03,,,3200.0,8800.0,14100.0,14500.0,
2023-01-04 ,383.84,,383.81,383.81,383.821281,48400.0,18576950.0,,2100.0,5000.0,6400.0,6100.0,14900.0,5000.0
2023-01-04 ,383.81,383.81,383.76,383.76,383.788825,,19266199.0,277.0,,2100.0,3500.0,12900.0,14300.0,7800.0
2023-01-04 ,383.78,383.78,,,383.760244,94100.0,36111839.0,359.0,18800.0,4300.0,5600.0,24900.0,11200.0,12600.0
2023-01-04 ,383.74,383.75,383.7,383.71,,,21258627.0,274.0,4700.0,22200.0,12100.0,11900.0,12700.0,4700.0
2023-01-04 ,,383.75,383.7,383.73,383.724153,66700.0,25594401.0,314.0,8500.0,2200.0,6700.0,6600.0,14300.0,8200.0
2023-01-04 ,383.73,383.73,383.64,383.68,383.713683,63800.0,24480933.0,317.0,10700.0,4400.0,9400.0,3500.0,14300.0,4600.0
2023-01-04 ,383.68,383.69,383.64,383.66,383.666931,50500.0,19375180.0,264.0,1500.0,5900.0,11100.0,10700.0,12000.0,4500.0
2023-01-04 ,383.65,383.97,383.58,383.97,383.656054,103900.0,39861864.0,407.0,3500.0,21500.0,5600.0,27200.0,8800.0,
2023-01-04 ,384.49,,384.0,384.61,384.450412,42026.0,,206.0,8300.0,2000.0,4300.0,3800.0,8500.0,4700.0
2023-01-04 ,384.6,384.68,384.58,384.66,384.645888,51800.0,19924657.0,278.0,,5800.0,5400.0,,13100.0,9300.0
2023-01-04 ,384.66,384.67,,384.54,384.596818,70400.0,27075616.0,343.0,,8900.0,25500.0,3100.0,17700.0,4700.0
2023-01-04 ,384.54,384.54,,,384.143694,49000.0,18823041.0,242.0,3400.0,1500.0,13700.0,,11400.0,
2023-01-04 ,384.33,384.33,383.98,383.98,384.018417,60000.0,23041105.0,303.0,3300.0,6200.0,8100.0,9200.0,15800.0,5600.0
2023-01-04 ,383.99,383.99,383.88,383.89,383.95107,,16509896.0,243.0,,5500.0,,,8800.0,8500.0
2023-01-04 ,383.88,383.88,383.77,383.79,383.832877,73000.0,28019800.0,352.0,1900.0,,,17500.0,12700.0,6300.0
2023-01-04 ,,383.79,383.73,383.74,383.760791,60700.0,23294280.0,280.0,5900.0,13400.0,6800.0,9000.0,7400.0,3300.0
2023-01-04 ,383.73,383.73,383.66,383.67,383.682769,63200.0,24248751.0,331.0,,13700.0,6000.0,11200.0,13700.0,7000.0
2023-01-04 ,383.67,383.67,383.59,383.59,383.617304,72700.0,27888978.0,368.0,1800.0,9600.0,8900.0,18100.0,13400.0,10200.0
2023-01-04 ,383.58,383.58,383.27,383.27,383.361934,64100.0,24573500.0,345.0,44800.0,9000.0,8200.0,16000.0,16200.0,10500.0
2023-01-04 ,383.18,383.37,383.0,383.32,383.081654,,96345036.0,737.0,47800.0,47900.0,,24500.0,17700.0,12000.0
2023-01-04 ,,383.76,383.3,,383.519593,112900.0,43299362.0,340.0,,50000.0,15200.0,6600.0,,9300.0
2023-01-04 ,383.73,383.83,383.73,383.81,383.7943,87900.0,33735519.0,359.0,31200.0,3800.0,11100.0,9400.0,13800.0,11000.0
2023-01-04 ,383.82,383.89,383.81,,383.821848,125000.0,47977731.0,408.0,8100.0,50000.0,7600.0,9700.0,,12900.0
2023-01-04 ,,383.9,383.88,383.89,383.888384,,50788049.33,370.0,14100.0,62100.0,10800.0,12426.0,11574.0,15299.0
2023-01-04 ,383.89,383.91,383.88,383.91,383.892403,74501.0,28600367.9,357.0,13100.0,3500.0,12700.0,,10200.0,14475.0
2023-01-04 ,383.89,384.0,383.89,383.95,383.915332,70700.0,27142814.0,366.0,,6200.0,14800.0,6200.0,13800.0,15300.0
2023-01-04 ,383.93,384.32,383.93,384.3,384.155541,59200.0,22742008.0,335.0,,,6700.0,6500.0,8300.0,14900.0
2023-01-04 ,384.29,384.37,384.24,384.36,384.298711,71400.0,27438928.0,367.0,6700.0,5000.0,11600.0,7400.0,10900.0,14500.0
